customer_id,age,gender,country,account_type,signup_date,is_active
CUST_000068,55,F,Italy,Premium ,2020-07-31,True
CUST_000069,27,Female,Spain,Business,2020-03-22,True
CUST_000070,50,F,Spain,checking,2021-03-07,True
CUST_000071,30,Female,France,savings,2019-07-24,True
CUST_000072,24,Female,France,SAVINGS,2023-03-24,True
CUST_000073,20,Male,Germany,savings,2021-10-25,True
CUST_000074,34,Male,Germany,savings,2022-01-06,True
CUST_000075,23,Male,Spain,Premium ,2021-11-15,False
CUST_000076,40,Male,Germany,business,2019-12-31,True
CUST_000077,24,Female,Germany,checking,2022-07-21,True
CUST_000078,37,Female,Germany,checking,2022-06-08,True
CUST_000079,50,Female,Spain,business,2022-03-15,True
CUST_000080,37,Female,Germany,savings,2023-03-22,False
CUST_000081,30,Male,France,checking,2020-09-15,True
CUST_000082,24,Male,France,premium,2019-08-17,False
CUST_000083,40,male,Spain,savings,2021-08-04,True
CUST_000084,66,Female,Germany,checking,2021-04-15,True
CUST_000085,39,Female,Germany,checking,2023-03-15,True
CUST_000086,30,Male,Italy,business,2022-04-06,True
CUST_000087,40,FEMALE,Germany,business,2023-05-24,True
CUST_000088,18,Male,Netherlands, checking ,2022-08-12,True
CUST_000089,43,F,France,savings,2022-11-03,True
CUST_000090,48,Male,Netherlands,savings,2021-03-10,True
CUST_000091,26,Female,Germany,premium,2021-03-31,False
CUST_000092,24,Female,Netherlands,savings,2021-11-04,False
CUST_000093,41,Female,Netherlands,SAVINGS,2019-10-16,True
CUST_000094,18,Female,Spain,savings,2019-08-16,True
CUST_000095,44,Female,Spain,checking,2022-12-05,True
CUST_000096,29,Female,Austria,checking,2022-03-03,True
CUST_000097,22,Male,Austria,business,2021-04-07,True
CUST_000098,33,Male,Germany, checking ,2022-11-02,True
CUST_000099,32,Male,Austria,SAVINGS,2022-10-01,True
CUST_000100,28,Male,Netherlands,savings,2021-08-26,True
CUST_000101,71,F,Spain,checking,2022-05-18,True
CUST_000102,28,Female,Italy,checking,2022-03-30,True
CUST_000103,77,M,Spain,checking,2020-11-19,True
CUST_000104,26,Female,Italy,checking,2020-12-23,True
CUST_000105,33,Female,France,savings,2022-10-26,True
CUST_000106,28,Female,France,savings,2019-02-24,False
CUST_000107,58,Male,Germany,savings,2021-04-12,True
CUST_000108,31,male,Netherlands,Premium ,2023-06-21,True
CUST_000109,71,Male,France,SAVINGS,2023-03-04,True
CUST_000110,35,M,Italy,business,2019-05-27,True
CUST_000111,40,Female,France,savings,2021-10-19,True
CUST_000112,49,male,Germany,savings,2023-03-04,False
CUST_000113,20,Female,France,checking,2020-06-09,True
CUST_000114,23,Male,Germany,Business,2019-01-29,True
CUST_000115,35,Female,Netherlands,checking,2021-11-06,True
CUST_000116,30,Male,Austria,savings,2023-11-08,True
CUST_000117,39,Male,Netherlands,checking,2022-10-18,True
CUST_000118,51,MALE,France,premium,2021-03-17,True
CUST_000119,30,Male,Spain,savings,2023-01-30,True
CUST_000120,19,male,Spain,savings,2021-11-06,True
CUST_000121,20,Female,France,checking,2022-12-29,True
CUST_000122,57,Female,Belgium,business,2023-03-01,True
CUST_000123,45,Female,Italy,checking,2023-04-10,False
CUST_000124,76,F,Germany,business,2023-12-23,True
CUST_000125,68,male,Germany,savings,2020-12-27,True
CUST_000126,47,Male,Germany,business,2022-03-21,True
CUST_000127,35,Female,Netherlands,savings,2020-05-11,True
CUST_000128,22,Male,Germany,checking,2022-04-08,False
CUST_000129,28,Male,Spain,savings,2021-08-15,True
CUST_000130,40,Male,France,checking,2020-07-30,True
CUST_000131,21,Female,Germany,premium,2020-08-07,True
CUST_000132,38,MALE,Spain,savings,2021-03-17,False
CUST_000133,32,Male,Belgium,checking,2023-08-11,True
CUST_000134,77,Female,Germany,savings,2023-12-03,True
CUST_000135,35,Male,Netherlands,checking,2021-04-29,True
CUST_000136,55,M,France,checking,2022-10-12,True
CUST_000137,18,Female,Germany,savings,2023-01-26,True
CUST_000138,24,Male,Italy,checking,2021-07-02,True
CUST_000139,27,Female,Italy,savings,2019-12-15,False
CUST_000140,38,female,Belgium,business,2019-12-02,True
CUST_000141,50,M,Portugal,savings,2020-02-26,True
CUST_000142,50,Male,Netherlands, checking ,2022-12-31,True
CUST_000143,37,Female,Germany,checking,2021-12-05,True
CUST_000144,25,Female,Portugal,checking,2020-04-11,True
CUST_000145,40,Male,Italy,checking,2020-04-28,True
CUST_000146,41,Female,Italy,savings,2020-12-04,True
CUST_000147,32,Male,Germany,checking,2019-03-20,True
CUST_000148,19,female,Italy,checking,2023-02-21,True
CUST_000149,54,FEMALE,Germany,business,2023-04-12,False
CUST_000150,60,Female,Belgium,checking,2023-01-16,False
CUST_000151,28,FEMALE,Germany,SAVINGS,2020-05-06,True
CUST_000152,33,Male,Germany,Business,2019-07-18,True
CUST_000153,29,Female,Germany,savings,2019-07-25,True
CUST_000154,34,Female,Italy,checking,2023-10-07,True
CUST_000155,46,F,Netherlands,business,2021-03-11,False
CUST_000156,18,Male,France,business,2020-08-14,True
CUST_000157,37,Male,Germany,checking,2023-11-04,True
CUST_000158,47,Male,Germany,savings,2019-05-23,True
CUST_000159,69,Male,Austria,premium,2022-10-14,True
CUST_000160,60,Female,Spain,business,2019-01-07,True
CUST_000161,28,Male,Germany,SAVINGS,2021-09-04,True
CUST_000162,54,Female,Spain,savings,2023-10-23,True
CUST_000163,28,Female,Germany,checking,2021-07-12,True
CUST_000164,52,female,Italy,business,2019-06-08,True
CUST_000165,29,male,Spain,SAVINGS,2023-06-29,True
CUST_000166,29,Female,France,savings,2022-10-26,True
CUST_000167,41,Male,Germany,Premium ,2019-04-10,False
CUST_000168,30,Female,Spain,savings,2019-11-14,True
CUST_000169,47,Female,France,business,2019-01-28,True
CUST_000170,29,Male,Spain,checking,2021-10-30,True
CUST_000171,34,Male,France,checking,2023-09-03,False
CUST_000172,30,female,Spain,SAVINGS,2019-11-01,True
CUST_000173,78,F,Germany,checking,2021-08-26,True
CUST_000174,30,Female,Spain,business,2022-05-14,True
CUST_000175,27,Male,Spain,checking,2020-05-09,True
CUST_000176,76,FEMALE,Germany,business,2021-06-10,True
CUST_000177,31,FEMALE,France,checking,2023-12-31,True
CUST_000178,26,female,Austria,savings,2020-08-10,True
CUST_000179,39,Female,France,SAVINGS,2022-05-28,True
CUST_000180,38,Female,France,business,2021-08-28,False
CUST_000181,58,Female,France,savings,2021-04-30,False
CUST_000182,41,Female,France,checking,2019-05-23,True
CUST_000183,18,Female,Netherlands,savings,2021-05-16,True
CUST_000184,48,Male,Germany,savings,2020-09-20,True
CUST_000185,37,male,Austria,checking,2019-12-09,True
CUST_000186,24,F,Germany,premium,2020-02-03,True
CUST_000187,28,Female,Austria,savings,2021-10-04,True
CUST_000188,35,Male,Germany,business,2020-08-11,True
CUST_000189,32,Male,Portugal,savings,2022-06-18,True
CUST_000190,24,Male,Italy,savings,2022-10-17,True
CUST_000191,49,F,Netherlands,savings,2020-01-13,True
CUST_000192,44,Female,Germany,savings,2023-06-24,True
CUST_000193,32,Female,Spain,checking,2020-04-27,False
CUST_000194,40,Female,Germany,checking,2020-10-11,True
CUST_000195,28,male,Germany,checking,2022-10-29,True
CUST_000196,28,Male,Italy,savings,2022-04-05,True
CUST_000197,33,female,Italy,checking,2020-12-08,True
CUST_000198,30,Male,France,business,2019-03-08,True
CUST_000199,37,Male,Spain,checking,2019-12-20,True
CUST_000200,38,male,France,business,2020-10-31,True
CUST_000201,21,Other,Austria,savings,2020-09-18,True
CUST_000202,39,Male,Belgium,business,2020-03-31,True
CUST_000203,38,Female,France,checking,2019-04-24,True
CUST_000204,36,Female,Austria,savings,2023-08-17,True
CUST_000205,37,Female,Italy,business,2022-06-16,True
CUST_000206,19,Male,France,checking,2021-10-27,True
CUST_000207,74,Female,Spain,checking,2023-11-27,False
CUST_000208,41,Female,France,checking,2019-08-26,True
CUST_000209,27,Female,Portugal,savings,2022-01-07,False
CUST_000210,40,Male,Italy,business,2020-03-22,True
CUST_000211,59,Female,Netherlands,savings,2021-02-16,True
CUST_000212,24,Male,Germany,business,2022-09-14,True
CUST_000213,29,Male,Italy,savings,2019-04-11,True
CUST_000214,27,Female,France, checking ,2021-02-06,True
CUST_000215,22,Male,Netherlands,checking,2020-02-09,True
CUST_000216,24,Male,Germany,checking,2019-08-30,True
CUST_000217,28,Male,Germany,SAVINGS,2019-11-04,True
CUST_000218,58,Female,Netherlands,SAVINGS,2023-10-23,True
CUST_000219,49,Male,Austria,checking,2020-07-25,True
CUST_000220,30,Female,Germany,savings,2020-12-26,True
CUST_000221,30,Male,Italy,checking,2021-10-28,True
CUST_000222,28,Male,France,business,2019-08-20,True
CUST_000223,28,male,France,checking,2021-02-11,True
CUST_000224,57,Female,Germany,checking,2021-07-09,False
CUST_000225,69,FEMALE,Netherlands,checking,2019-04-29,True
CUST_000226,53,Male,Germany,savings,2021-06-10,True
CUST_000227,34,Male,Austria,business,2021-09-11,True
CUST_000228,57,female,Austria,checking,2022-05-30,False
CUST_000229,48,Male,France,business,2020-10-08,True
CUST_000230,18,female,Germany,savings,2019-08-01,True
CUST_000231,53,Male,Spain,business,2022-10-08,True
CUST_000232,37,female,Netherlands,SAVINGS,2019-12-28,True
CUST_000233,43,male,Italy,checking,2020-04-17,True
CUST_000234,38,Male,Netherlands,checking,2019-08-22,True
CUST_000235,60,M,Portugal,checking,2023-10-25,True
CUST_000236,60,Female,Germany,checking,2019-08-15,True
CUST_000237,31,Female,Spain,savings,2021-07-29,True
CUST_000238,30,Female,Italy,checking,2021-02-04,True
CUST_000239,20,Non-binary,Germany, checking ,2022-02-06,True
CUST_000240,38,Male,Netherlands,business,2022-03-15,True
CUST_000241,37,Male,Italy,Premium ,2022-07-07,True
CUST_000242,69,Female,France,checking,2021-04-16,True
CUST_000243,39,Male,France,SAVINGS,2020-07-16,False
CUST_000244,30,Male,Germany,business,2020-12-04,True
CUST_000245,41,Male,France,Business,2022-04-20,True
CUST_000246,29,Male,Netherlands,Premium ,2022-05-28,True
CUST_000247,31,Male,Germany,Business,2021-04-20,True
CUST_000248,30,Male,Netherlands,savings,2023-03-23,True
CUST_000249,40,Male,Netherlands,Premium ,2023-08-17,True
CUST_000250,30,Female,France,checking,2020-01-06,False
CUST_000251,19,Female,Germany,SAVINGS,2020-08-20,True
CUST_000252,49,Male,Belgium,savings,2020-06-12,True
CUST_000253,22,Female,Spain,checking,2022-03-13,True
CUST_000254,25,Male,Germany,checking,2020-07-14,True
CUST_000255,55,Male,Austria,savings,2023-10-16,True
CUST_000256,21,Male,France,business,2022-07-01,True
CUST_000257,58,Male,Germany,checking,2019-11-03,True
CUST_000258,45,M,Spain,savings,2020-07-12,True
CUST_000259,42,Male,Portugal,checking,2021-05-26,False
CUST_000260,48,Female,Italy,checking,2020-11-18,True
CUST_000261,34,Female,Germany,business,2021-11-05,False
CUST_000262,29,female,Germany,checking,2019-12-19,True
CUST_000263,80,Male,Spain, checking ,2020-10-07,True
CUST_000264,42,male,Belgium,checking,2023-12-27,True
CUST_000265,28,Female,France,savings,2021-07-31,True
CUST_000266,52,male,Germany,checking,2021-07-19,True
CUST_000267,37,female,France,savings,2023-08-11,True
CUST_000268,35,Male,Italy,premium,2020-06-16,True
CUST_000269,47,Female,Belgium,checking,2021-04-24,False
CUST_000270,36,Male,France, checking ,2020-09-03,True
CUST_000271,57,Male,Italy,Premium ,2019-06-03,False
CUST_000272,59,male,France, checking ,2019-06-22,False
CUST_000273,21,Male,France,checking,2021-07-22,True
CUST_000274,33,male,Spain,checking,2023-10-29,True
CUST_000275,33,Male,Germany,checking,2023-06-10,False
CUST_000276,39,Female,Germany, checking ,2020-05-08,False
CUST_000277,69,Male,Austria,checking,2022-09-09,False
CUST_000278,72,Female,Belgium,savings,2019-06-23,True
CUST_000279,30,Female,Germany,checking,2023-08-20,True
CUST_000280,72,Non-binary,France,savings,2022-03-31,True
CUST_000281,23,Male,France,Premium ,2019-09-19,True
CUST_000282,38,Female,Spain,savings,2022-08-07,True
CUST_000283,18,Female,France,checking,2021-06-10,True
CUST_000284,49,Male,France,savings,2021-03-27,True
CUST_000285,18,Male,France,savings,2021-06-25,True
CUST_000286,48,male,Austria,business,2022-06-17,True
CUST_000287,54,Female,Germany,checking,2023-09-09,True
CUST_000288,24,F,France,checking,2020-02-16,True
CUST_000289,42,Male,Germany,checking,2022-07-13,True
CUST_000290,29,Male,Germany,savings,2020-01-22,True
CUST_000291,36,Female,France,business,2022-10-12,True
CUST_000292,31,Male,Netherlands,savings,2022-12-23,True
CUST_000293,72,M,Germany,checking,2021-12-22,True
CUST_000294,29,Male,Belgium,checking,2023-08-19,True
CUST_000295,50,female,Spain,checking,2022-12-21,True
CUST_000296,48,Female,Italy,checking,2023-01-03,False
CUST_000297,22,Male,France,checking,2023-08-17,True
CUST_000298,70,Female,Spain,savings,2019-05-05,True
CUST_000299,19,Female,France,checking,2019-02-28,False
CUST_000300,30,Male,Belgium,checking,2020-11-04,True
CUST_000301,38,FEMALE,Spain,checking,2020-01-18,True
CUST_000302,43,female,Netherlands,checking,2019-05-19,True
CUST_000303,59,Female,Spain,checking,2020-06-03,True
CUST_000304,36,Male,Netherlands,checking,2023-05-02,False
CUST_000305,60,MALE,Spain,checking,2023-03-28,False
CUST_000306,31,Female,Austria,checking,2022-05-24,True
CUST_000307,28,Female,Austria,checking,2023-09-07,True
CUST_000308,33,Male,France,checking,2021-05-30,True
CUST_000309,38,F,Germany,SAVINGS,2020-12-20,True
CUST_000310,56,Female,Netherlands,Premium ,2023-08-15,True
CUST_000311,33,Male,Italy,checking,2020-10-08,True
CUST_000312,48,female,Italy,checking,2019-07-20,True
CUST_000313,27,Male,Spain,savings,2020-02-18,True
CUST_000314,73,Female,Germany, checking ,2022-02-20,False
CUST_000315,42,Male,France, checking ,2019-07-03,True
CUST_000316,33,Male,Germany,savings,2022-06-10,True
CUST_000317,31,Female,Spain,savings,2023-01-19,True
CUST_000318,23,Female,Germany,SAVINGS,2023-02-03,True
CUST_000319,51,Male,Netherlands,business,2023-06-03,True
CUST_000320,31,male,France,checking,2020-01-25,True
CUST_000321,59,F,Austria,savings,2020-03-03,True
CUST_000322,23,Female,Austria, checking ,2023-09-18,True
CUST_000323,55,Male,Italy,premium,2021-07-17,True
CUST_000324,60,Female,Austria,savings,2022-08-09,True
CUST_000325,28,Male,Netherlands,savings,2019-08-15,True
CUST_000326,29,M,Germany,business,2022-04-04,True
CUST_000327,22,male,Portugal,checking,2022-07-10,True
CUST_000328,21,Male,Germany,savings,2019-08-23,True
CUST_000329,40,Male,Germany,savings,2022-01-30,True
CUST_000330,28,male,Belgium,checking,2022-04-20,True
CUST_000331,31,Female,Portugal,checking,2021-02-22,True
CUST_000332,22,Male,France,business,2022-03-03,True
CUST_000333,29,FEMALE,Belgium,checking,2020-01-08,True
CUST_000334,33,Male,Germany,checking,2021-12-18,True
CUST_000335,21,Male,Spain,business,2023-06-14,False
CUST_000336,40,M,Belgium,checking,2023-02-24,True
CUST_000337,53,Female,Netherlands,premium,2021-10-03,True
CUST_000338,55,Male,Italy,savings,2021-03-04,True
CUST_000339,26,MALE,Portugal,savings,2019-01-15,True
CUST_000340,31,Male,France,checking,2022-05-31,True
CUST_000341,77,Female,Italy,checking,2019-11-29,True
CUST_000342,28,Male,Germany,checking,2023-06-13,False
CUST_000343,52,FEMALE,Spain,Premium ,2019-05-05,False
CUST_000344,33,Male,Spain,business,2022-10-07,True
CUST_000345,21,Female,Spain, checking ,2019-03-15,True
CUST_000346,50,Male,Germany,savings,2020-03-31,True
CUST_000347,70,F,Portugal,checking,2023-01-01,True
CUST_000348,32,Male,France,checking,2020-09-20,True
CUST_000349,27,Female,Germany,checking,2020-11-23,True
CUST_000350,60,Male,Germany,SAVINGS,2021-11-30,True
CUST_000351,44,Female,Netherlands,checking,2021-04-03,True
CUST_000352,55,female,Spain,savings,2023-07-27,True
CUST_000353,38,Male,Germany,checking,2019-04-22,False
CUST_000354,28,Male,Netherlands,business,2022-07-27,True
CUST_000355,35,Male,France,checking,2020-03-08,True
CUST_000356,23,Male,Germany,savings,2023-08-01,True
CUST_000357,64,Female,France,business,2021-11-27,True
CUST_000358,45,Male,Portugal,savings,2019-07-25,True
CUST_000359,33,Male,France,savings,2023-12-28,True
CUST_000360,50,Male,Spain,business,2020-03-11,True
CUST_000361,64,Female,Italy,savings,2021-06-13,True
CUST_000362,18,Male,France,Premium ,2020-11-11,True
CUST_000363,57,Female,France,checking,2019-04-19,False
CUST_000364,25,male,Portugal,savings,2022-12-13,True
CUST_000365,33,Female,Italy,SAVINGS,2022-04-06,True
CUST_000366,39,female,Italy,savings,2021-06-09,False
CUST_000367,19,Female,Belgium,Business,2022-05-14,True
CUST_000368,19,Female,Germany,savings,2019-04-23,True
CUST_000369,45,Male,France,business,2021-06-06,True
CUST_000370,36,Female,Italy,checking,2019-10-16,True
CUST_000371,78,Male,Spain,checking,2019-12-27,False
CUST_000372,45,Male,Spain,checking,2023-02-06,True
CUST_000373,35,Female,Germany,savings,2023-07-18,True
CUST_000374,20,Female,Italy,savings,2020-07-06,True
CUST_000375,30,male,Italy,checking,2022-07-30,True
CUST_000376,64,Female,Germany,premium,2022-03-23,True
CUST_000377,36,Female,Austria,savings,2019-10-11,True
CUST_000378,50,Female,Portugal,checking,2019-02-15,True
CUST_000379,58,Female,France,savings,2022-09-26,False
CUST_000380,36,male,Germany,checking,2021-11-30,True
CUST_000381,24,Male,Germany,checking,2021-01-06,True
CUST_000382,43,Male,Belgium,checking,2019-12-04,True
CUST_000383,36,male,Spain,checking,2021-05-19,True
CUST_000384,49,Female,Belgium,business,2019-10-22,True
CUST_000385,42,Female,Italy,premium,2021-01-11,True
CUST_000386,27,Female,Germany,savings,2022-05-13,True
CUST_000387,55,Female,Austria,checking,2021-08-31,True
CUST_000388,70,female,Italy,checking,2019-08-30,False
CUST_000389,26,Male,Netherlands,checking,2019-11-08,True
CUST_000390,74,Female,Spain,premium,2022-11-13,True
CUST_000391,26,Female,Netherlands,SAVINGS,2020-06-30,True
CUST_000392,32,Male,Italy,checking,2021-06-13,True
CUST_000393,23,M,Spain,business,2022-11-25,True
CUST_000394,31,Male,France,checking,2020-02-20,False
CUST_000395,49,Male,France,checking,2019-07-25,True
CUST_000396,37,M,Italy,savings,2022-04-13,True
CUST_000397,26,Male,Austria,business,2021-01-27,True
CUST_000398,38,Female,Netherlands,premium,2022-09-10,True
CUST_000399,18,M,Germany,business,2023-11-24,True
CUST_000400,34,Female,France,business,2023-06-10,True
CUST_000401,59,Male,France,savings,2020-03-04,True
CUST_000402,19,Male,Netherlands, checking ,2020-06-17,True
CUST_000403,34,Female,Portugal,savings,2019-11-29,True
CUST_000404,28,Female,Spain,business,2019-02-09,True
CUST_000405,51,Male,Netherlands,business,2022-07-03,True
CUST_000406,34,male,Netherlands,savings,2019-11-10,True
CUST_000407,45,Female,France,checking,2023-04-14,True
CUST_000408,26,Female,Italy,checking,2021-05-07,False
CUST_000409,38,Male,Spain,SAVINGS,2023-03-24,True
CUST_000410,50,Female,France, checking ,2022-09-21,True
CUST_000411,39,Female,France,checking,2019-07-14,False
CUST_000412,54,Female,Netherlands,business,2021-06-21,True
CUST_000413,46,Female,Germany,checking,2019-12-06,True
CUST_000414,38,female,France,checking,2022-02-17,False
CUST_000415,47,female,Italy,premium,2022-07-05,True
CUST_000416,71,female,Portugal,checking,2022-01-19,True
CUST_000417,77,female,Spain,checking,2020-04-03,True
CUST_000418,25,male,Germany, checking ,2021-07-08,True
CUST_000419,43,Female,Portugal,business,2022-02-22,True
CUST_000420,27,F,Austria,checking,2021-12-07,True
CUST_000421,40,female,Italy,savings,2023-05-05,True
CUST_000422,20,Female,Italy,business,2022-01-03,True
CUST_000423,50,Male,Italy,savings,2021-04-18,True
CUST_000424,24,Female,Italy, checking ,2020-03-09,True
CUST_000425,46,Male,Spain,checking,2019-03-31,True
CUST_000426,21,Male,Germany,Business,2022-03-19,True
CUST_000427,56,FEMALE,Italy,checking,2020-06-02,True
CUST_000428,33,Female,Italy,premium,2022-06-11,True
CUST_000429,39,female,Belgium,premium,2022-08-25,False
CUST_000430,20,Female,Germany,premium,2019-12-30,True
CUST_000431,29,Male,Germany,checking,2023-07-20,True
CUST_000432,39,Male,Portugal,checking,2021-12-08,True
CUST_000433,58,Female,France,savings,2022-10-31,True
CUST_000434,45,Female,France,savings,2022-02-25,True
CUST_000435,26,male,Spain,business,2019-08-14,True
CUST_000436,26,Female,Netherlands,premium,2021-04-10,True
CUST_000437,58,Female,Italy,checking,2020-03-22,True
CUST_000438,27,F,Belgium, checking ,2019-12-11,True
CUST_000439,53,F,Netherlands,checking,2022-03-01,False
CUST_000440,31,Female,Spain,savings,2021-01-07,False
CUST_000441,34,Male,Spain, checking ,2021-06-24,True
CUST_000442,30,Male,France,checking,2020-12-25,False
CUST_000443,58,Male,Spain,checking,2020-12-17,True
CUST_000444,78,Male,Germany,Business,2022-07-26,True
CUST_000445,57,Female,Portugal,business,2021-01-27,True
CUST_000446,58,Male,Spain,savings,2020-08-28,True
CUST_000447,29,Male,Belgium,Business,2020-04-15,True
CUST_000448,52,Male,Netherlands,checking,2023-10-10,True
CUST_000449,33,Male,Spain,business,2022-06-09,True
CUST_000450,35,female,Spain,business,2020-09-05,True
CUST_000451,28,F,France,savings,2023-01-13,True
CUST_000452,46,male,France,checking,2019-10-20,False
CUST_000453,60,female,France,checking,2022-06-24,True
CUST_000454,36,Male,France,Business,2020-08-31,False
CUST_000455,36,Male,France,Business,2023-05-31,True
CUST_000456,50,F,Netherlands,business,2022-10-15,True
CUST_000457,26,male,Belgium,checking,2023-09-13,True
CUST_000458,44,male,Austria,savings,2019-05-09,True
CUST_000459,21,Male,Spain,savings,2023-11-24,True
CUST_000460,66,Male,Spain,checking,2022-02-09,True
CUST_000461,31,Male,Belgium, checking ,2019-05-18,True
CUST_000462,22,Male,Belgium,business,2022-06-14,True
CUST_000463,37,female,Netherlands,savings,2021-04-23,False
CUST_000464,67,Male,Germany,business,2023-09-16,True
CUST_000465,48,Female,Belgium, checking ,2021-01-30,True
CUST_000466,28,Female,Germany, checking ,2023-09-07,True
CUST_000467,39,female,Belgium,checking,2023-03-30,True
CUST_000468,43,Female,Germany,savings,2020-07-23,True
CUST_000469,78,female,Germany,checking,2021-02-23,False
CUST_000470,51,Male,Italy,premium,2022-09-22,True
CUST_000471,33,male,Spain,savings,2021-12-24,True
CUST_000472,40,Male,France,checking,2023-10-10,True
CUST_000473,27,Male,Belgium,checking,2019-06-20,True
CUST_000474,28,male,Spain,business,2021-09-02,True
CUST_000475,42,Female,Belgium,savings,2020-10-24,True
CUST_000476,46,Male,Austria,checking,2022-12-18,True
CUST_000477,25,Male,Germany,checking,2022-11-25,True
CUST_000478,63,Male,Portugal,checking,2019-05-30,True
CUST_000479,37,Male,Italy,checking,2019-09-08,False
CUST_000480,29,M,Germany,checking,2020-05-09,True
CUST_000481,40,Male,Germany, checking ,2019-02-17,True
CUST_000482,62,Male,France,checking,2021-03-20,False
CUST_000483,56,Male,Spain,checking,2020-05-05,True
CUST_000484,31,Female,Germany,checking,2022-07-10,True
CUST_000485,39,female,Austria,checking,2020-04-09,True
CUST_000486,31,male,Germany,savings,2023-08-14,True
CUST_000487,38,Female,Netherlands,business,2022-12-30,True
CUST_000488,38,Male,Belgium,savings,2021-07-06,True
CUST_000489,32,Male,France,checking,2019-08-09,True
CUST_000490,46,Female,Belgium,checking,2022-09-20,True
CUST_000491,21,Male,France,savings,2021-09-15,False
CUST_000492,28,Non-binary,Netherlands,savings,2022-04-27,True
CUST_000493,27,F,Italy, checking ,2019-01-16,True
CUST_000494,24,Female,Spain,checking,2019-11-02,True
CUST_000495,37,Male,France,checking,2023-12-21,True
CUST_000496,38,Female,Italy,savings,2021-03-05,True
CUST_000497,46,Female,Italy,checking,2021-03-18,True
CUST_000498,23,Male,Spain,savings,2023-04-26,False
