customer_id,total_transactions,total_amount,average_amount,most_common_txn_type,age,gender,country,account_type,signup_date,is_active,customer_age_group,customer_value_score,fraud_rate,potential_risk
CUST_000090,14,802.93,57.35,purchase,48.0,Male,Netherlands,savings,2021-03-10,1,41-60,16.727708333333332,0.0,False
CUST_000091,6,732.25,122.04,deposit,26.0,Female,Germany,premium,2021-03-31,0,26-40,0.0,0.0,False
CUST_000092,13,1299.28,99.94,purchase,24.0,Female,Netherlands,savings,2021-11-04,0,18-25,0.0,0.0,False
CUST_000093,16,3132.58,195.79,purchase,41.0,Female,Netherlands,savings,2019-10-16,1,41-60,76.40439024390244,0.0625,False
CUST_000094,18,1610.71,89.48,purchase,18.0,Female,Spain,savings,2019-08-16,1,18-25,89.48388888888888,0.05555555555555555,False
CUST_000095,12,1073.76,89.48,purchase,44.0,Female,Spain,checking,2022-12-05,1,41-60,24.403636363636362,0.08333333333333333,False
CUST_000096,10,540.74,54.07,purchase,29.0,Female,Austria,checking,2022-03-03,1,26-40,18.646206896551725,0.0,False
CUST_000097,12,1988.86,165.74,purchase,22.0,Male,Austria,business,2021-04-07,1,18-25,90.40272727272726,0.0,False
CUST_000098,15,2347.99,156.53,purchase,33.0,Male,Germany,checking,2022-11-02,1,26-40,71.15121212121211,0.0,False
CUST_000099,12,622.25,51.85,purchase,32.0,Male,Austria,savings,2022-10-01,1,26-40,19.4453125,0.0,False
CUST_000100,21,2587.29,123.2,purchase,28.0,Male,Netherlands,savings,2021-08-26,1,26-40,92.40321428571428,0.047619047619047616,False
CUST_000101,8,253.85,31.73,purchase,71.0,Female,Spain,checking,2022-05-18,1,60+,3.575352112676056,0.0,False
CUST_000102,10,1875.14,187.51,purchase,28.0,Female,Italy,checking,2022-03-30,1,26-40,66.96928571428572,0.0,False
CUST_000103,13,1213.28,93.33,purchase,77.0,Male,Spain,checking,2020-11-19,1,60+,15.756883116883117,0.0,False
CUST_000104,19,1078.85,56.78,purchase,26.0,Female,Italy,checking,2020-12-23,1,26-40,41.49423076923077,0.0,False
CUST_000105,16,1272.82,79.55,purchase,33.0,Female,France,savings,2022-10-26,1,26-40,38.57030303030303,0.0,False
CUST_000106,14,1661.66,118.69,purchase,28.0,Female,France,savings,2019-02-24,0,26-40,0.0,0.0,False
CUST_000107,15,1237.54,82.5,transfer,58.0,Male,Germany,savings,2021-04-12,1,41-60,21.336896551724138,0.0,False
CUST_000108,14,1415.7,101.12,purchase,31.0,Male,Netherlands,premium,2023-06-21,1,26-40,45.667741935483875,0.0,False
CUST_000109,14,546.92,39.07,purchase,71.0,Male,France,savings,2023-03-04,1,60+,7.7030985915492955,0.0,False
CUST_000110,18,1974.59,109.7,purchase,35.0,Male,Italy,business,2019-05-27,1,26-40,56.41685714285714,0.0,False
CUST_000111,12,2519.75,209.98,purchase,40.0,Female,France,savings,2021-10-19,1,41-60,62.99375,0.0,False
CUST_000112,17,2570.09,151.18,purchase,49.0,Male,Germany,savings,2023-03-04,0,41-60,0.0,0.058823529411764705,False
CUST_000113,8,754.07,94.26,purchase,20.0,Female,France,checking,2020-06-09,1,18-25,37.703500000000005,0.0,False
CUST_000114,14,713.22,50.94,purchase,23.0,Male,Germany,business,2019-01-29,1,18-25,31.009565217391305,0.0,False
CUST_000115,14,1198.02,85.57,purchase,35.0,Female,Netherlands,checking,2021-11-06,1,26-40,34.229142857142854,0.0,False
CUST_000116,13,706.51,54.35,purchase,30.0,Male,Austria,savings,2023-11-08,1,26-40,23.550333333333334,0.0,False
CUST_000117,9,496.67,55.19,purchase,39.0,Male,Netherlands,checking,2022-10-18,1,26-40,12.735128205128206,0.0,False
CUST_000118,19,3305.32,173.96,purchase,51.0,Male,France,premium,2021-03-17,1,41-60,64.81019607843137,0.05263157894736842,False
CUST_000119,16,2347.39,146.71,purchase,30.0,Male,Spain,savings,2023-01-30,1,26-40,78.24633333333333,0.0,False
CUST_000120,9,361.99,40.22,purchase,19.0,Male,Spain,savings,2021-11-06,1,18-25,19.052105263157895,0.0,False
CUST_000121,14,1679.27,119.95,purchase,20.0,Female,France,checking,2022-12-29,1,18-25,83.9635,0.0,False
CUST_000122,21,2592.29,123.44,purchase,57.0,Female,Belgium,business,2023-03-01,1,41-60,45.47877192982456,0.0,False
CUST_000123,9,1034.06,114.9,purchase,45.0,Female,Italy,checking,2023-04-10,0,41-60,0.0,0.0,False
CUST_000124,11,541.85,49.26,purchase,76.0,Female,Germany,business,2023-12-23,1,60+,7.129605263157895,0.0,False
CUST_000125,14,1585.65,113.26,withdrawal,68.0,Male,Germany,savings,2020-12-27,1,60+,23.31838235294118,0.07142857142857142,False
CUST_000126,13,708.19,54.48,purchase,47.0,Male,Germany,business,2022-03-21,1,41-60,15.067872340425533,0.0,False
CUST_000127,14,3785.01,270.36,purchase,35.0,Female,Netherlands,savings,2020-05-11,1,26-40,108.14314285714286,0.0,False
CUST_000128,11,678.68,61.7,purchase,22.0,Male,Germany,checking,2022-04-08,0,18-25,0.0,0.0,False
CUST_000129,9,579.38,64.38,withdrawal,28.0,Male,Spain,savings,2021-08-15,1,26-40,20.69214285714286,0.0,False
CUST_000130,8,995.55,124.44,purchase,40.0,Male,France,checking,2020-07-30,1,41-60,24.888749999999998,0.0,False
CUST_000131,13,332.72,25.59,purchase,21.0,Female,Germany,premium,2020-08-07,1,18-25,15.843809523809526,0.07692307692307693,False
CUST_000132,16,1087.51,67.97,purchase,38.0,Male,Spain,savings,2021-03-17,0,26-40,0.0,0.0,False
CUST_000133,7,280.94,40.13,deposit,32.0,Male,Belgium,checking,2023-08-11,1,26-40,8.779375,0.0,False
CUST_000134,8,918.78,114.85,purchase,77.0,Female,Germany,savings,2023-12-03,1,60+,11.932207792207793,0.0,False
CUST_000135,13,2214.93,170.38,purchase,35.0,Male,Netherlands,checking,2021-04-29,1,26-40,63.28371428571428,0.0,False
CUST_000136,12,628.77,52.4,purchase,55.0,Male,France,checking,2022-10-12,1,41-60,11.432181818181817,0.0,False
CUST_000137,11,1686.6,153.33,purchase,18.0,Female,Germany,savings,2023-01-26,1,18-25,93.69999999999999,0.0,False
CUST_000138,7,850.23,121.46,withdrawal,24.0,Male,Italy,checking,2021-07-02,1,18-25,35.42625,0.0,False
CUST_000139,14,1204.51,86.04,purchase,27.0,Female,Italy,savings,2019-12-15,0,26-40,0.0,0.0,False
CUST_000140,14,1564.9,111.78,purchase,38.0,Female,Belgium,business,2019-12-02,1,26-40,41.18157894736842,0.0,False
CUST_000141,7,1082.9,154.7,deposit,50.0,Male,Portugal,savings,2020-02-26,1,41-60,21.658,0.0,False
CUST_000142,12,1169.44,97.45,purchase,50.0,Male,Netherlands,checking,2022-12-31,1,41-60,23.3888,0.0,False
CUST_000143,12,1548.57,129.05,purchase,37.0,Female,Germany,checking,2021-12-05,1,26-40,41.85324324324324,0.0,False
CUST_000144,16,2028.18,126.76,purchase,25.0,Female,Portugal,checking,2020-04-11,1,26-40,81.1272,0.0,False
CUST_000145,7,504.48,72.07,purchase,40.0,Male,Italy,checking,2020-04-28,1,41-60,12.612,0.0,False
CUST_000146,7,254.84,36.41,purchase,41.0,Female,Italy,savings,2020-12-04,1,41-60,6.215609756097561,0.0,False
CUST_000147,12,1280.43,106.7,purchase,32.0,Male,Germany,checking,2019-03-20,1,26-40,40.0134375,0.0,False
CUST_000148,11,797.96,72.54,purchase,19.0,Female,Italy,checking,2023-02-21,1,18-25,41.997894736842106,0.0,False
CUST_000149,11,944.31,85.85,purchase,54.0,Female,Germany,business,2023-04-12,0,41-60,0.0,0.0,False
CUST_000150,9,440.7,48.97,purchase,60.0,Female,Belgium,checking,2023-01-16,0,60+,0.0,0.0,False
CUST_000151,17,2595.67,152.69,withdrawal,28.0,Female,Germany,savings,2020-05-06,1,26-40,92.7025,0.058823529411764705,False
CUST_000152,8,585.19,73.15,purchase,33.0,Male,Germany,business,2019-07-18,1,26-40,17.733030303030304,0.0,False
CUST_000153,16,1136.52,71.03,purchase,29.0,Female,Germany,savings,2019-07-25,1,26-40,39.19034482758621,0.0,False
CUST_000154,16,2185.01,136.56,purchase,34.0,Female,Italy,checking,2023-10-07,1,26-40,64.265,0.0,False
CUST_000155,14,1413.86,100.99,purchase,46.0,Female,Netherlands,business,2021-03-11,0,41-60,0.0,0.0,False
CUST_000156,15,2135.1,142.34,purchase,18.0,Male,France,business,2020-08-14,1,18-25,118.61666666666666,0.06666666666666667,False
CUST_000157,8,1831.29,228.91,deposit,37.0,Male,Germany,checking,2023-11-04,1,26-40,49.494324324324324,0.0,False
CUST_000158,11,711.41,64.67,purchase,47.0,Male,Germany,savings,2019-05-23,1,41-60,15.136382978723404,0.0,False
CUST_000159,13,1192.94,91.76,purchase,69.0,Male,Austria,premium,2022-10-14,1,60+,17.288985507246377,0.07692307692307693,False
CUST_000160,16,1121.78,70.11,purchase,60.0,Female,Spain,business,2019-01-07,1,60+,18.69633333333333,0.0,False
CUST_000161,12,1551.31,129.28,purchase,28.0,Male,Germany,savings,2021-09-04,1,26-40,55.40392857142857,0.0,False
CUST_000162,16,1405.45,87.84,purchase,54.0,Female,Spain,savings,2023-10-23,1,41-60,26.026851851851852,0.0,False
CUST_000163,8,541.94,67.74,purchase,28.0,Female,Germany,checking,2021-07-12,1,26-40,19.355,0.0,False
CUST_000164,17,2963.56,174.33,purchase,52.0,Female,Italy,business,2019-06-08,1,41-60,56.99153846153846,0.0,False
CUST_000165,9,1140.13,126.68,purchase,29.0,Male,Spain,savings,2023-06-29,1,26-40,39.3148275862069,0.0,False
CUST_000166,10,911.01,91.1,purchase,29.0,Female,France,savings,2022-10-26,1,26-40,31.41413793103448,0.0,False
CUST_000167,11,2998.79,272.62,purchase,41.0,Male,Germany,premium,2019-04-10,0,41-60,0.0,0.0,False
CUST_000168,11,2878.47,261.68,purchase,30.0,Female,Spain,savings,2019-11-14,1,26-40,95.949,0.0,False
CUST_000169,10,402.31,40.23,purchase,47.0,Female,France,business,2019-01-28,1,41-60,8.559787234042552,0.0,False
CUST_000170,13,1547.98,119.08,purchase,29.0,Male,Spain,checking,2021-10-30,1,26-40,53.37862068965517,0.0,False
CUST_000171,12,1816.3,151.36,purchase,34.0,Male,France,checking,2023-09-03,0,26-40,0.0,0.08333333333333333,False
CUST_000172,17,1976.34,116.26,withdrawal,30.0,Female,Spain,savings,2019-11-01,1,26-40,65.878,0.0,False
CUST_000173,9,599.89,66.65,withdrawal,78.0,Female,Germany,checking,2021-08-26,1,60+,7.690897435897436,0.0,False
CUST_000174,16,1530.72,95.67,purchase,30.0,Female,Spain,business,2022-05-14,1,26-40,51.024,0.0,False
CUST_000175,16,1381.82,86.36,purchase,27.0,Male,Spain,checking,2020-05-09,1,26-40,51.178518518518516,0.0,False
CUST_000176,9,1332.7,148.08,deposit,76.0,Female,Germany,business,2021-06-10,1,60+,17.535526315789475,0.0,False
CUST_000177,13,1767.06,135.93,purchase,31.0,Female,France,checking,2023-12-31,1,26-40,57.001935483870966,0.0,False
CUST_000178,21,3074.06,146.38,purchase,26.0,Female,Austria,savings,2020-08-10,1,26-40,118.23307692307692,0.047619047619047616,False
CUST_000179,17,2427.12,142.77,purchase,39.0,Female,France,savings,2022-05-28,1,26-40,62.23384615384615,0.0,False
CUST_000180,9,493.28,54.81,purchase,38.0,Female,France,business,2021-08-28,0,26-40,0.0,0.0,False
CUST_000181,17,3967.47,233.38,purchase,58.0,Female,France,savings,2021-04-30,0,41-60,0.0,0.0,False
CUST_000182,11,2306.31,209.66,purchase,41.0,Female,France,checking,2019-05-23,1,41-60,56.251463414634145,0.0,False
CUST_000183,20,1271.79,63.59,purchase,18.0,Female,Netherlands,savings,2021-05-16,1,18-25,70.655,0.0,False
CUST_000184,19,1778.48,93.6,purchase,48.0,Male,Germany,savings,2020-09-20,1,41-60,37.05166666666667,0.0,False
CUST_000185,11,828.08,75.28,purchase,37.0,Male,Austria,checking,2019-12-09,1,26-40,22.38054054054054,0.0,False
CUST_000186,9,1356.73,150.75,withdrawal,24.0,Female,Germany,premium,2020-02-03,1,18-25,56.53041666666667,0.0,False
CUST_000187,10,1462.85,146.28,purchase,28.0,Female,Austria,savings,2021-10-04,1,26-40,52.24464285714286,0.0,False
CUST_000188,9,1032.63,114.74,purchase,35.0,Male,Germany,business,2020-08-11,1,26-40,29.503714285714288,0.0,False
CUST_000189,9,1366.6,151.84,withdrawal,32.0,Male,Portugal,savings,2022-06-18,1,26-40,42.70625,0.0,False
CUST_000190,13,1400.34,107.72,purchase,24.0,Male,Italy,savings,2022-10-17,1,18-25,58.3475,0.07692307692307693,False
CUST_000191,13,1325.33,101.95,purchase,49.0,Female,Netherlands,savings,2020-01-13,1,41-60,27.04755102040816,0.0,False
CUST_000192,15,1685.58,112.37,purchase,44.0,Female,Germany,savings,2023-06-24,1,41-60,38.30863636363636,0.0,False
CUST_000193,14,1814.51,129.61,purchase,32.0,Female,Spain,checking,2020-04-27,0,26-40,0.0,0.0,False
CUST_000194,11,898.81,81.71,purchase,40.0,Female,Germany,checking,2020-10-11,1,41-60,22.47025,0.0,False
CUST_000195,13,1429.86,109.99,purchase,28.0,Male,Germany,checking,2022-10-29,1,26-40,51.06642857142857,0.0,False
CUST_000196,7,482.96,68.99,purchase,28.0,Male,Italy,savings,2022-04-05,1,26-40,17.248571428571427,0.0,False
CUST_000197,15,1197.48,79.83,purchase,33.0,Female,Italy,checking,2020-12-08,1,26-40,36.28727272727273,0.0,False
CUST_000198,10,598.02,59.8,withdrawal,30.0,Male,France,business,2019-03-08,1,26-40,19.934,0.1,False
CUST_000199,12,1054.08,87.84,purchase,37.0,Male,Spain,checking,2019-12-20,1,26-40,28.488648648648645,0.0,False
CUST_000200,14,967.27,69.09,purchase,38.0,Male,France,business,2020-10-31,1,26-40,25.454473684210527,0.0,False
CUST_000201,15,635.17,42.34,purchase,21.0,Other,Austria,savings,2020-09-18,1,18-25,30.246190476190474,0.0,False
CUST_000202,9,975.9,108.43,purchase,39.0,Male,Belgium,business,2020-03-31,1,26-40,25.02307692307692,0.0,False
CUST_000203,11,919.33,83.58,purchase,38.0,Female,France,checking,2019-04-24,1,26-40,24.192894736842106,0.0,False
CUST_000204,11,409.5,37.23,purchase,36.0,Female,Austria,savings,2023-08-17,1,26-40,11.375,0.0,False
CUST_000205,11,2477.94,225.27,purchase,37.0,Female,Italy,business,2022-06-16,1,26-40,66.97135135135136,0.0,False
CUST_000206,14,2442.11,174.44,purchase,19.0,Male,France,checking,2021-10-27,1,18-25,128.5321052631579,0.0,False
CUST_000207,9,1750.53,194.5,purchase,74.0,Female,Spain,checking,2023-11-27,0,60+,0.0,0.0,False
CUST_000208,15,1250.82,83.39,purchase,41.0,Female,France,checking,2019-08-26,1,41-60,30.50780487804878,0.0,False
CUST_000209,9,1448.11,160.9,purchase,27.0,Female,Portugal,savings,2022-01-07,0,26-40,0.0,0.0,False
CUST_000210,17,1293.09,76.06,purchase,40.0,Male,Italy,business,2020-03-22,1,41-60,32.32725,0.0,False
CUST_000211,11,1657.65,150.7,purchase,59.0,Female,Netherlands,savings,2021-02-16,1,41-60,28.09576271186441,0.0,False
CUST_000212,22,1607.26,73.06,purchase,24.0,Male,Germany,business,2022-09-14,1,18-25,66.96916666666667,0.0,False
CUST_000213,9,1413.34,157.04,purchase,29.0,Male,Italy,savings,2019-04-11,1,26-40,48.73586206896552,0.1111111111111111,True
CUST_000214,16,1500.32,93.77,purchase,27.0,Female,France,checking,2021-02-06,1,26-40,55.56740740740741,0.0625,False
CUST_000215,13,1390.21,106.94,purchase,22.0,Male,Netherlands,checking,2020-02-09,1,18-25,63.19136363636364,0.0,False
CUST_000216,13,755.09,58.08,purchase,24.0,Male,Germany,checking,2019-08-30,1,18-25,31.462083333333336,0.0,False
CUST_000217,19,2072.48,109.08,purchase,28.0,Male,Germany,savings,2019-11-04,1,26-40,74.01714285714286,0.05263157894736842,False
CUST_000218,12,955.5,79.62,purchase,58.0,Female,Netherlands,savings,2023-10-23,1,41-60,16.474137931034484,0.0,False
CUST_000219,7,1029.26,147.04,purchase,49.0,Male,Austria,checking,2020-07-25,1,41-60,21.005306122448978,0.0,False
CUST_000220,8,1912.95,239.12,deposit,30.0,Female,Germany,savings,2020-12-26,1,26-40,63.765,0.0,False
CUST_000221,9,356.48,39.61,purchase,30.0,Male,Italy,checking,2021-10-28,1,26-40,11.882666666666667,0.0,False
CUST_000222,13,2171.12,167.01,purchase,28.0,Male,France,business,2019-08-20,1,26-40,77.53999999999999,0.0,False
CUST_000223,13,1264.61,97.28,purchase,28.0,Male,France,checking,2021-02-11,1,26-40,45.16464285714285,0.0,False
CUST_000224,9,1484.09,164.9,purchase,57.0,Female,Germany,checking,2021-07-09,0,41-60,0.0,0.0,False
